topic_id,global_top_words,n_docs_total,first_month,last_month,n_months_active,n_subcluster_hits
138,"gen mcchrystal, mcchrystal, graner, satisfactory progress, depleted uranium, general petraeus, gen petraeus, cambone, mr karzai, sbirs, qader, petraeus, abm treaty, adm blair, tarmiyah",1201,2000-09,2016-09,38,41
139,"videotron, cantv, nelvana, mr ergen, grupo méxico, ergen, messrs packer, packer murdoch, ackerley, sky global, echostar, satellite interests, gemstar, falloon, quebecor",98,2000-09,2010-11,4,4
140,"proview, mr elop, sendo, elop, z10, visorphone, gprs, wap, treo, wcdma, webos, lte, pixi, droid, td scdma",5003,2000-09,2021-03,90,95
141,"degrees source, sunny high, bosarge, home bedrooms, forecast sunny, mr schron, serhant, schron, listing agent, bedrooms baths, estates affiliate, bathrooms half, greenacres, cloudy high, hilton hyland",1236,2000-09,2021-12,42,44
142,"mr varsavsky, yazam, varsavsky, kara response, round joined, nutanix, einsteinet, vitago, tl ventures, mr samwer, samwer, jazztel, net partners, angellist, venture economics",403,2000-11,2020-03,17,17
143,"flight 370, réunion, flight 8501, search zone, hishammuddin, mh370, 8501, transasia, underwater search, hammarskjöld, missing flight, réunion island, 239 people, lumpur beijing, flight 17",562,2000-11,2015-08,14,14
144,"raffensperger, mr raffensperger, mr torricelli, undervotes, poliquin, mail ballots, torricelli, absentee ballot, provisional ballots, vote mail, overvotes, machine recount, absentee ballots, canvassing board, provisional ballot",594,2000-12,2021-05,21,21
145,"kammerer, introverts, mr jassy, hanigan, ms merrick, business guidebook, albertina, cernich, guidebook rivers, jassy, furniss, high potentials, extroverts, career coach, obstacle small",1770,2000-12,2021-11,60,61
146,"bellesiles, race theory, critical race, juneteenth, arming america, com aug, mable, uhlig, mr thurmond, rufo, legacy preference, rustin, angelus, mr ramaswamy, probate records",485,2000-12,2021-07,15,15
147,"suthep, mr suthep, ms yingluck, mr samak, yingluck, mr abhisit, mr thaksin, suthep thaugsuban, thaugsuban, gen prayuth, samak, rak thai, thai rak, somchai, mr subianto",600,2001-01,2016-10,23,23
148,"letsbuyit, duerden, newconomy, letsbuyit com, ieper, belgian assets, rhodia, bue, fpi, bodson, flv, concordat, commission belgian, mr bodson, rhodia shares",45,2001-01,2001-10,2,2
149,"seritage, mr boire, mytheresa, mr charney, mr lampert, boire, mr gennette, anntaylor, hoguet said, ms hoguet, heelys, bluelight, mr steinhafel, sears canada, mr schoonover",3720,2001-01,2020-07,77,79
150,"akp, gezi, taksim, mr erdogan, mr brunson, taksim square, mr erdoğan, basci, mr basci, gulen, hdp, brunson, central istanbul, chp, turkish assets",382,2001-02,2021-12,16,16
151,"cao singapore, mr prachai, prachai, polene, tpi polene, tjiwi kimia, tjiwi, kimia, asiaone, jinro, tpi, uem, effective planners, sk global, siam city",123,2001-02,2005-03,6,6
152,"mr haffa, em tv, haffa, kirch, mr kirch, mr ecclestone, kirch group, formula stake, ecclestone, slec, thomas haffa, prosiebensat, kirch media, said kirch, stake kirch",37,2001-02,2002-02,2,2
153,"prebon factset, brl2, trading brl2, mr neves, exited active, brl2 05, according tullett, brl1, real opened, nehme, mr esteves, brokerage sao, tombini, ms rousseff, ms silva",2021,2001-03,2016-11,58,62
154,"stories does, journal verified, mr hazare, ril, roundup news, crore, source reuters, source indian, hazare, indian newspapers, source times, maytas, lok sabha, news indian, 000 crore",2810,2001-03,2019-08,76,86
155,"rodas, chaldeans, shockley, mr bing, assyrians, ms floyd, assyrian, chaldean, nuclear families, mr valadao, ottumwa, number hispanics, montez, census form, 2000 census",92,2001-03,2012-11,5,5
156,"balita, esquel, tai ping, rice cooker, rasch, cafe coral, trust mart, texwinca, ms purcell, acftu, cipla, jollibee, mr sung, matsumura, asia 200",107,2001-04,2012-03,5,5
157,"adenovirus, sacra, fuzeon, vaxgen, aids drugs, zmapp, aids fund, brantly, ziagen, manguinhos, starlink, bayley, aids vaccine, dr brantly, unaids",229,2001-04,2014-09,8,8
158,"mr matlin, mr olofson, olofson, teleglobe, williams communications, flooz, mr winnick, velocita, xo, mr forstmann, mr capellas, winnick, loy yang, matlin, teligent",610,2001-04,2008-03,18,22
159,"mr duterte, misuari, ms arroyo, duterte, mr estrada, mr aquino, mrs arroyo, ampatuan, mr subianto, subianto, enrile, bolaños, hutomo, duterte said, mr hutomo",386,2001-04,2018-09,17,17
160,"judge strine, union wachovia, humann, wachovia board, bid wachovia, wachovia winston, mr rogel, mr humann, willamette, mr offit, wachovia share, wachovia suntrust, willamette board, wachovia union, suntrust atlanta",81,2001-05,2001-08,4,4
161,"mr duhalde, duhalde, judge griesa, griesa, mr cavallo, lavagna, kicillof, mr remes, nml, mr lavagna, la rua, eduardo duhalde, blejer, cavallo, remes",1026,2001-05,2016-02,32,32
162,"crossair, transavia, sabena, vereinigung cockpit, vereinigung, lufthansa pilots, ice pellets, swissair group, swissair, wizz, mr corti, váradi, airways bay, corti, union vereinigung",960,2001-05,2017-02,24,24
163,"mr schacht, ms hopkins, schacht, nexans, tchuruk, mr tchuruk, lucent shareholders, flowback, alcatel, acquisition lucent, alcatel shareholders, 360networks, agere, lucent, lucent executives",19,2001-05,2001-05,1,1
164,"wga, catmull, mr lasseter, amptp, weinsteins, mr verrone, mr eisner, mr mottola, mgm debt, directors guild, miramax, mr antioco, worldwide pants, pixar, verrone",601,2001-05,2012-05,28,28
165,"mr bonsignore, mr bossidy, bonsignore, gecas, bossidy, ge honeywell, merger task, honeywell ge, bae eads, deal honeywell, engines honeywell, honeywell deal, honeywell merger, baesy 03, mr monti",109,2001-06,2012-10,3,3
166,"mr roof, pfc manning, juan diego, bellesiles, mr marri, marri, sgt bergdahl, mr pinckney, mr roeder, amirault, cardinal ratzinger, ratzinger, beinart, mr binalshibh, mr moussaoui",1575,2001-06,2021-12,48,51
167,"mr grubman, grubman, eresearch, flash orders, mr blodget, antigenics, mr cotsakos, ipayment, research practices, mr schonfeld, optimistic research, blodget, ipo allocations, mr chacon, cotsakos",491,2001-06,2016-04,16,16
168,"graham cassidy, adventure click, acos, ms burwell, person adventure, dr berwick, hras, hsas, individual mandate, ignagni, tenncare, aca taxes, explore america, traditional medicare, risk pools",5759,2001-06,2021-09,139,144
169,"cafta, quispe, chapter 19, kahlo, michoacana, maquiladora, chapala, ahmsa, mexican trucks, cancun, mr dart, singapore issues, aymara, mr lorenzo, lake chapala",299,2001-06,2018-04,10,10
170,"ipcc, binding emissions, ms poppe, ms thunberg, cop26, mr sandor, endangerment finding, mr ramesh, bt cotton, nazca, warming emissions, ms browner, waxman markey, cers, lomborg",1180,2001-07,2021-11,36,37
171,"genoa, mission macedonia, gsf, social forum, black block, mr scajola, mr solana, scajola, antiglobalization, deiss, ibarretxe, antiglobalization movement, seattle 1999, hih, genoese",47,2001-07,2002-02,2,2
172,"advanced cell, dr venter, therapeutic cloning, matteoli, human cloning, geron, cell types, cloned embryos, cell lines, telomerase, dr sinclair, research cloning, resveratrol, cloning, menara",302,2001-08,2013-10,11,11
173,"perchlorate, mr blakeslee, aerojet, anwr, perc, blakeslee, borlaug, gang 10, teasdale, pfoa, pangasius, shipbreaking, mtbe, black currant, currant",778,2001-08,2015-03,20,20
174,"refugees wait, livewire, corasaniti, south tower, boylston, chalmette, north tower, ken wells, shmukler, evelina shmukler, ms thornton, ms dale, culbreth, ninth ward, mr marquis",662,2001-09,2014-05,14,17
175,"silverstein group, reschke, follieri, mr reschke, citi habitats, minskoff, cim, mr silverstein, mack cali, chartermac, bucksbaum, displaced tenants, mr eichner, equastone, boston properties",761,2001-09,2020-04,25,25
176,"terrorism coverage, coverage dec, future terrorism, reinsurance pool, claims terrorism, exposure attacks, risk policies, primary insurers, coverage terrorism, reinsurers assume, business interruption, interruption claims, act war, eqecat, lloyd syndicates",91,2001-09,2011-03,4,4
177,"upoc, comdisco, iron mountain, gotomypc, mr reich, prof reich, expertcity, equipment hub, roaming revenues, babbio, goamerica, recovery centers, videoconferencing, telecommuncations, payphones",22,2001-09,2001-09,1,1
178,"stub quotes, slow mode, trades canceled, pinder, wide circuit, universa, cme 66, breaker levels, tradebot, nov tuesday, thursday tuesday, ndaq 37, intermarket, electronic arca, erroneous trades",113,2001-09,2012-10,3,4
179,"coronavirus jan, death coronavirus, 2014 2010, attacks economists, stearns sold, preattack levels, financial ifr, bailout law, characterize current, crisis aug, thomson global, preattack, fishkind, analytics decision, august 1990",73,2001-09,2020-03,4,4
180,"mr lutnick, lutnick, espeed, mr mccoll, attacks keefe, mccoll, mr eberling, amaitis, marber, lutnick said, mr marber, mr meehan, eberling, voice brokers, john duffy",19,2001-10,2001-10,1,1
181,"ljm, glisan, ljm2, mr fastow, mr glisan, mr kopper, fastow, mr skilling, kopper, enron treasurer, skilling lay, berardino, mr lay, enron board, mr petrocelli",561,2001-11,2006-05,13,14
182,"holdiko, bank utama, oyl, rhb bank, sri syed, loy yang, rhb, ibra, pldt, tan sri, hynix, compiled dow, kimchi, pernas, seoulbank",265,2001-11,2013-05,10,10
183,"mr hewlett, hp compaq, walter hewlett, hewlett said, hewlett son, revocable trust, compaq merger, 3par, william hewlett, buy compaq, printer imaging, dissident director, joint proxy, compaq deal, hackborn",244,2001-12,2011-09,8,8
184,"mini mills, integrated mills, tariffs 30, bush tariffs, steel states, steel decision, steel using, steel dispute, mr usher, foreign steel, steel bethlehem, city steel, eu steel, steel kosice, domestic steelmakers",148,2001-12,2003-12,6,6
185,"harken, enron argentina, harken energy, mr lay, washington enron, lay called, sure excluded, source review, help enron, poor sure, excluded rate, excellent pretty, cheney task, enron officials, rogich",106,2002-01,2002-07,2,2
186,"ms temple, mr hardin, andersen partners, mr niemeier, astin, firm document, bowsher, andersen partner, venoco, said andersen, berardino, spes, andersen employees, andersen enron, melinda harmon",906,2002-01,2015-07,22,28
187,"ifco, magaw, mr magaw, argenbright, ms montes, al hussaini, marshal program, huntleigh, tsa, mr wein, cockpit doors, hussaini, pilots carry, detection machines, srd",377,2002-01,2017-07,16,16
188,"mr schulze, door buster, herkert, shoppertrak, hoguet said, mr herkert, ms tome, tome said, ms hoguet, layaway, droz, spendingpulse, cyber monday, sadove, doorbuster",2878,2002-01,2018-11,63,67
189,"westpoint, willamette, mr rogel, rogel, willamette board, willamette shareholders, mr galli, weyerhaeuser, mr correll, georgia pacific, correll, galli, said willamette, willamette shares, gruntal",18,2002-01,2002-01,1,1
190,"tyco capital, said tyco, westpoint, tyco executives, mr fort, tyco shares, mr kozlowski, tyco executive, tyco chief, mcgee tyco, tyco accounting, tyco stock, mr weill, kozlowski said, tyco",97,2002-01,2003-03,5,5
191,"cafe increase, carvana, 35 mpg, 30 mpg, mpg, pound feet, silicate, cafe standards, small reactors, mr diess, economy cafe, mpg highway, city highway, xj, cents kwh",737,2002-01,2021-12,23,23
192,"mr arison, mr fain, intimate brands, princess shareholders, arison, fain, rum brand, pury, merger royal, arison carnival, mr pury, captain morgan, royal caribbean, princess said, carnival chairman",17,2002-02,2002-02,1,1
193,"oneok, westar, ambac, mr sidgmore, sidgmore, mr dinallo, mr ebbers, dinallo, bond insurers, conseco, ebbers, mbia, aes, ambac mbia, pure resources",180,2002-02,2009-03,5,5
194,"mr tung, mr tsang, proactive market, positive nonintervention, tung, tung administration, mr leung, tsang, chee hwa, tung chee, antony leung, kong leader, financial secretary, projects beneficial, henry tang",75,2002-03,2012-10,4,4
195,"atricure, dr cosgrove, dr singh, dr wood, dr levy, procrit, dr wong, hymen, ms landro, dr topol, dr weaver, transgendered, bmj, landro, silicosis",99,2002-03,2014-06,4,4
196,"calif secured, ventures included, round included, ventures join, ventures funds, included existing, series funding, calif gained, kodiak venture, led round, prism venture, venrock associates, healthcare ventures, bioventures, date use",1859,2002-03,2016-06,45,46
197,"mr mélenchon, fortuyn, mr fortuyn, mélenchon, mr aristide, en marche, le pen, mr bayrou, ms le, mr fillon, bayrou, mr jospin, mr macron, républicains, les républicains",973,2002-04,2017-10,33,34
198,"dr mcguire, grant dates, backdated options, mr spears, measurement dates, ms heinen, options timing, micrel, unitedhealth board, backdating options, expensing options, granting practices, comverse, options granting, therrien",423,2002-04,2012-11,15,15
199,"adventure click, person adventure, micheletti, explore america, midatlantic, start interactive, image start, healthcare gov, marketplace plans, overhaul affect, covered california, dr mcdonald, hospitalists, counihan, mr michelson",535,2002-04,2020-04,21,21
200,"mr bancroft, elefante, arconic, bancrofts, hemenway, wetlaufer, bancroft family, jones board, mr beaudoin, arconic board, beaudoin, mr kleinfeld, lord black, mr panic, bancroft",238,2002-04,2018-02,10,10
201,"nsn, mr elop, elop, telecity, lumia, asiasat, meego, mr lazaridis, mr zander, synchronoss, lazaridis, mr combes, elop said, siilasmaa, stephen elop",968,2002-04,2019-04,33,35
202,"speedway motorsports, american golf, international speedway, dogtown, augusta national, national golf, carnival royal, motorsports, speedway, rawlings, royal caribbean, south beach, skate, golf related, skateboarders",16,2002-04,2002-04,1,1
203,"mr lapierre, lapierre, nra board, mr blatt, nra, mr donziger, donziger, ms holmes, lapierre said, imerys, mr brockman, mr mcglashan, imerys talc, nra said, ackerman mcqueen",114,2002-04,2021-05,7,7
204,"vonovia, kurer, ojjeh, wohnen, deutsche wohnen, converium, bnpp, mr fahrholz, mr gruebel, tchibo, elsam, mr grübel, doerig, mr tilmant, centerpulse",5369,2002-05,2021-02,113,131
205,"receive routinely, receive select, select week, answered mossberg, select answered, mail consult, routinely answer, week mailbox, readability week, restated questions, edited restated, bit readability, item confusing, confusing unpredictable, unreliable personal",1336,2002-05,2013-01,47,47
206,"mr pitt, mr kotz, mr grunwald, mr goldschmid, john biggs, mr grubman, goldschmid, kotz, mcpheeters, herdman, mr webster, ullico, refco capital, pitt resignation, winstar",353,2002-05,2017-01,13,13
207,"altran, sidgmore, mr sidgmore, said worldcom, worldcom bonds, worldcom stock, 2002 worldcom, serial acquirers, sidgmore said, mr grubman, john sidgmore, imhoff, billion worldcom, pacificare, clinton miss",91,2002-06,2002-07,2,2
208,"mr faneuil, mr bacanovic, bacanovic, dr waksal, faneuil, mr morvillo, waksal, cryolife, cedarbaum, judge cedarbaum, stewart lawyers, morvillo, strassberg, douglas faneuil, samuel waksal",121,2002-06,2004-03,4,4
209,"gokongwei, mr gokongwei, pldt, mr pangilinan, pangilinan, uol, stake pldt, metro pacific, mr wee, bonifacio land, oei, natsteel, danaharta, john gokongwei, mr salim",150,2002-06,2013-05,7,7
210,"mr grinstein, astar, mr carty, grinstein, atsb, dhl airways, lycoming, judge eugene, stabilization board, lakefield, carty said, transportation stabilization, nmb, alpa, retired pilots",1527,2002-06,2020-04,39,41
211,"ben veniste, veniste, ms druyun, mr roemer, pdb, mr gorton, dr rice, mr tenet, druyun, ms gorelick, atty, mr kerrey, 2148, director freeh, mr fielding",1809,2002-06,2021-05,46,47
212,"waitz, mr gaither, ingenix, make wish, gift programs, matching gift, picower, gaither, alicea, gebrselassie, trolli, ridgley, santas, greenwich house, charitable lead",270,2002-07,2011-04,11,11
213,"expungement, problem drinkers, harm reduction, pappa, smokeless tobacco, cannabidiol, alcohol cocaine, cronos, dr schaffner, hemp, smokeless, cannabis, schaffner said, reproduction number, milligrams deciliter",33,2002-07,2019-01,2,2
214,"pct pt, fairtax, pass throughs, salt deduction, jct, 17 850, standard deduction, pass businesses, amt, border adjustment, 526 38, amt relief, global minimum, local deduction, credits effective",1983,2002-07,2021-10,56,56
215,"utility computing, blade servers, icn, mr dorman, incyte, fon, kulicke, mr joy, adc, ip telephony, broadwing, ic mobile, ms bernard, worldcom customers, andiamo systems",167,2002-08,2003-09,5,5
216,"eddington said, mr eddington, mr kley, eddington, kley, kley said, cologne bonn, auriongold, euro disney, virgin blue, studios park, apinan, suncorp, british air, gourgeon said",93,2002-08,2009-02,5,5
217,"kewaunee, mr rey, kinnard, tsukada, peanut growers, corteva, fsc, stonyfield, nominal dollar, land link, green chemistry, hcci, coliform bacteria, harl, wehrum",138,2002-08,2019-06,6,6
218,"ilwu, pma, taft hartley, maritime association, pacific maritime, hartley act, longshore, warehouse union, longshore warehouse, international longshore, coast docks, port employers, dockworkers, outside ports, 29 ports",79,2002-10,2016-01,3,3
219,"alh, osisko, monitise, jos bank, babcock brown, coles myer, enrc, actelion, opes, men wearhouse, hiland, mr charney, wearhouse, mondavi, arcandor",1067,2002-10,2016-04,25,25
220,"outlier payments, syncor, mr barbakow, barbakow, redding medical, alere, aetna humana, medinol, tenet hospitals, tenet hospital, subsys, tenet said, guidant, team health, alere said",75,2002-11,2016-12,4,4
221,"uici, best contract, ms borzi, asset accounts, oringer, kanam, 403 plans, day compound, mr jabre, db real, compound yield, bluecrest, gemunder, ms braga, weddle said",266,2002-11,2016-08,11,11
222,"free dividends, taxation dividends, mr sears, heesen said, dividend taxes, free dividend, dividend tax, dividends tax, dividend break, corporate dividends, wiederhorn, mr heesen, dividends exempt, taxed corporate, ending double",39,2003-01,2003-01,1,1
223,"gehman, mr albaugh, mr rutan, rutan, usada, orbiter, meteorites, shuttle columbia, shuttle program, meteors, manned space, albaugh, mr tito, space adventures, space alliance",118,2003-02,2013-02,6,6
224,"mr engles, mr lenny, mr stitzer, stevia, stitzer, mr demos, bilbrey, mr isdell, engles, mr bilbrey, haggen, hershey trust, ubiquiti, ms rosenfeld, mr hees",3892,2003-02,2019-12,91,97
225,"esrey, messrs esrey, esrey lemay, mr esrey, sprint executives, lemay, sprint stock, mr lemay, used sprint, ronald lemay, tax shelter, forsee, mr forsee, william esrey, merger worldcom",15,2003-02,2003-02,1,1
226,"peirano, promotional allowances, foodservice, vendor rebates, foodservice unit, ahold, der hoeven, pya, pya monarch, ruiter, meurs, ahold said, usf, ahold announced, nash finch",32,2003-02,2003-03,2,2
227,"mccary, republican guard, mr arnett, mr sadr, najaf, fallujah, karbala, actus, battalion seventh, nasiriyah, khafaji, chalabi, mr brahimi, war coverage, brahimi",556,2003-03,2007-11,12,14
228,"advanced bonds, outside stocks, terms dow, excluding stocks, action stocks, mr levkovich, contracts gained, levkovich, compared open, invested yield, declined bonds, mixed late, puts traded, downside insurance, broad standard",204,2003-03,2011-01,6,9
229,"sars patients, ms vinson, wuhan institute, sars symptoms, sars cases, coronaviruses, cases sars, stohr, ecohealth, zmapp, jallah, china cdc, dr li, civets, dr tedros",1394,2003-03,2021-10,31,38
230,"umbach, sleep away, tsa, broadway producers, geraghty said, private pilots, away camps, flight restrictions, owners pilots, shoulder launched, general aviation, helfand, use resort, passengers bringing, lock early",20,2003-03,2003-03,1,1
231,"bond requirement, tobacco bonds, light cigarettes, mr camilleri, bonding requirement, nicholas byron, fielding said, ordered philip, morris usa, appeal bond, 1998 tobacco, bond order, camilleri, mo 34, madison county",26,2003-04,2003-04,1,1
232,"ghadhban, mr maliki, mr shahristani, krg, mnf, mr naimi, mr allawi, allawi, shahristani, mr sistani, iraqi engineers, tikrit, khafaji, al khafaji, sistani",1137,2003-04,2017-03,37,40
233,"spammers, sendmail, commercial mail, mr zuccarini, antispam, sobig, cloudmark, smathers, previous spam, zuccarini, spammer, adware, messagelabs, unsolicited commercial, spams",241,2003-04,2004-06,8,8
234,"pin debit, retroactive rate, swipe fee, webloyalty, vertrue, mr gruenberg, signature debit, existing balances, advanta, tjx said, gruenberg, honor cards, card legislation, fee limits, card associations",65,2003-04,2011-06,4,4
235,"trans dniester, dniester, evian france, osce, summit evian, novorossiisk, vanik, mr sharon, jackson vanik, felgenhauer, trans caspian, allawi, kazakhstani, sorenstam, bankwest",152,2003-05,2008-06,6,6
236,"peoplesoft board, peoplesoft customers, peoplesoft products, peoplesoft shares, peoplesoft, peoplesoft said, peoplesoft shareholders, said peoplesoft, peoplesoft edwards, oracle bid, bid peoplesoft, craig conway, peoplesoft stockholders, peoplesoft poison, offer peoplesoft",227,2003-06,2013-06,11,11
237,"ofheo, mr brendsel, brendsel, mr falcon, fannie accounting, parseghian, ofheo report, mr raines, mac accounting, fannie executives, ofheo fannie, fannie board, oversight ofheo, mr glenn, fas 133",292,2003-06,2008-09,12,12
238,"calendar times, jul, today calendar, gmt followed, glance data, data approximately, aus, index 1400, 2350, eia weekly, 0130, 0830, ska, 0030, country event",518,2003-06,2014-11,21,21
239,"ms suu, nld, mr thein, rohingyas, thein sein, rakhine, kachin, mr enkhbayar, ms yingluck, rohingya, rakhine state, kyi, suu, suu kyi, htin kyaw",1460,2003-06,2021-03,50,50
240,"mr willumstad, old lane, mr corbat, aksia, mr pandit, willumstad, ms fraser, mr rotella, mr montag, mr weill, sipprelle, corbat, mr sipprelle, ms krawcheck, medina mora",387,2003-07,2020-11,15,15
241,"mr weschler, pbgc, balance plans, retired pilots, wyly family, brokerage window, private accounts, wyly, wylys, weschler, mr iwry, prof siegel, acf, security surpluses, roth accounts",345,2003-07,2016-07,15,15
242,"trans fat, trans fats, low carb, bariatric surgery, myelin, glycemic, carb, bariatric, total fat, hydrogenated, ayub, bromate, nutritional data, cartilage, carb diets",313,2003-07,2015-04,13,13
243,"crop tour, bushels acre, pro farmer, conab, farmland values, bushel chicago, grindings, york cocoa, billion bushels, million bags, arabica coffee, arabica, cutrale, cotton delivery, guar",1857,2003-08,2019-08,62,63
244,"mr edmondson, mr minkow, minkow, allegations mci, edmondson, edmondson said, mci, said mci, traffic canada, mr ebbers, mci used, mci employees, showalter, paying access, mci says",22,2003-08,2003-08,1,1
245,"mr bustamante, bustamante, cruz bustamante, mr schwarzenegger, dioguardi, gov cruz, mr mcclintock, ms angle, mr maldonado, schwarzenegger campaign, ueberroth, mr ueberroth, tom mcclintock, proposition 13, mcclintock",222,2003-08,2014-01,8,8
246,"grasso pay, mr grasso, nyse directors, grasso compensation, grasso received, grasso resignation, mr britz, grasso, britz, nyse board, labranche, committee governance, mr desano, webb report, mr mccall",218,2003-09,2005-02,6,6
247,"cotecna, mr scheffer, mr stoltenberg, kojo, stoltenberg, ituri, kojo annan, mr macron, stoltenberg said, bangui, dzurinda, inf treaty, 9m729, zapad, windrush",531,2003-09,2021-10,20,23
248,"ms lindh, lats, million lats, anna lindh, independent scotland, lindh, gerb, mr oppermann, mr wilders, mr barnier, oppermann, mr cameron, ukip, single parenthood, riksbank",181,2003-09,2014-10,7,7
249,"lord black, mr esser, ravelston, hollinger international, hollinger, hollinger board, schulte hillen, mr radler, payments lord, radler, mr ailes, mr heekin, executives hollinger, controls hollinger, esser",70,2003-11,2005-08,3,3
250,"cita, mr lighthizer, safeguard quotas, lighthizer, global quota, mr bassett, jinhua, 15 tariffs, esquel, premier liu, trump xi, european textile, lighthizer treasury, chinese textiles, round tariffs",1281,2003-11,2020-02,36,36
251,"mr tonna, tonna, mr tanzi, zini, mr fiorani, fiorani, tanzi, cirio, mr bondi, mr fazio, parmalat, fausto tonna, parmalat bonds, parmalat executives, million parmalat",268,2003-12,2013-07,9,9
252,"aliyun, infosys bpo, exporter revenue, bpo, satyam, wns, mr maheshwari, mahindra satyam, tech mahindra, ultrabooks, mge, software exporters, software exporter, mr ashok, mr gurnani",108,2003-12,2012-09,4,4
253,"ounce platinum, gold struggles, compete yield, york gold, ton nickel, ounce palladium, ira epstein, copper december, metals silver, palladium rose, april platinum, klopfenstein, ounce comex, palladium fell, copper consumer",4996,2004-01,2020-07,134,156
254,"gomory, argue offshoring, offshoring free, saved reinvested, compiled megan, nervous work, 1b program, mr dobbs, mr mankiw, mr schrader, ballinger jim, employ america, jobs debate, megan ballinger, industries nervous",235,2004-02,2009-12,8,8
255,"van vijver, vijver, ms boynton, mr chevalier, sir philip, ormen lange, ormen, mr pouyanné, lord browne, der veer, van beurden, beurden, aar, afren, walter van",251,2004-03,2015-04,11,11
256,"ab inbev, eric molson, ambev, ian molson, anheuser said, inbev anheuser, domingo family, mr brito, modelo, femsa cerveza, millercoors, yuengling, busch iv, anheuser shares, molson",290,2004-03,2016-05,13,13
257,"mr dehecq, dehecq, sanofi bid, aventis board, aventis shareholders, sanofi offer, aventis shares, bid aventis, aventis, talks aventis, arixtra, aventis sanofi, der velden, devedjian said, sanofi",19,2004-04,2004-04,1,1
258,"vpi, castro wright, kmart sears, mr lampert, mr coughlin, lampert, coughlin told, biodegradable packaging, usga, soft smooth, anti wal, sears deal, mr bowen, roehm, inglewood",161,2004-04,2007-03,7,7
259,"vicuña, akris, mr polet, mr groom, loro piana, polet, mr arenas, loro, piana, facchinetti, mr garavani, garavani, christina binkley, lanvin, ms peck",500,2004-04,2013-10,21,21
260,"puts allow, outstanding gained, puts priced, calls priced, previously outstanding, calls traded, cents position, cents contracts, puts traded, puts sold, trader appeared, contracts compared, puts selling, cents cboe, traders picked",1491,2004-05,2011-08,64,64
261,"mfis, national thermal, mr gopalakrishnan, mr premji, megaworld, tcs, araneta, gopalakrishnan, moneylenders, premji, ballinger jim, dalits, argue offshoring, offshoring free, saved reinvested",111,2004-06,2009-12,4,4
262,"ril, mr vollmer, baiji, ovl, elsam, mmscmd, d6, vollmer, yugansk, png lng, alkatiri, d6 block, ongc, knoc, towngas",966,2004-06,2017-07,35,36
263,"yugansk, sibir, yuganskneftegaz, mr khodorkovsky, mr timchenko, mr sechin, kerimov, mr reiman, mr kerimov, timchenko, russian shareholders, baumgertner, mr kozlov, gunvor, avtovaz",1673,2004-07,2018-04,58,61
264,"bowdre, mr scrushy, scrushy, sentencing recommendation, stone case, karon bowdre, judge karon, scrushy trial, bacanovic, mr bacanovic, karon, ms pao, false certification, melgen, mr credico",106,2004-07,2020-02,4,4
265,"geoengineering, agr, csb, cop26, ls power, didion, blowdown, totalenergies, desertec, waxman markey, scope emissions, glasgow summit, cellulosic, energy transition, appian",997,2004-07,2021-10,24,24
266,"mr scoble, scoble, mr conn, mr ballmer, msft 99, ex dividend, dividend date, mr matus, microsoft stock, microsoft shares, vulcan, ballmer, divisor, hinder new, matus",16,2004-07,2004-07,1,1
267,"jammal, duelfer, saddamists, mr qahtani, qaqaa, al qaqaa, terrorists saddamists, qahtani, bin ladin, mr sevan, ajmi, col davis, lord butler, iraqis build, duelfer report",233,2004-07,2013-05,7,7
268,"prepa, rosselló, mr fugate, storm force, coast live, southeast louisiana, rosselló said, mr rosselló, gov blanco, lake pontchartrain, eqecat, industrial canal, mr nagin, surge flooding, nagin said",1579,2004-09,2021-09,33,39
269,"mary mapes, blood libel, piven, loughner, dupnik, mapes, com jan, burkett, eliminationist, press oct, mr burkett, site oct, eliminationist rhetoric, hofstadter, com oct",119,2004-09,2011-01,4,4
270,"ms gillard, mr rudd, mr latham, gillard, oakeshott, super profits, gillard leadership, resource super, katter, simpkins, newspoll, rba, rudd, liberal nationals, mark latham",177,2004-09,2015-02,7,7
271,"cajasur, bankia, loterias, novo banco, pet coke, mr groenink, sareb, espírito, espírito santo, mr goirigolzarri, banco espírito, groenink, oak finance, goirigolzarri, antonveneta",338,2004-09,2015-03,15,15
272,"poll oct, nationwide margin, reuters zogby, voters nationwide, polls pollingreport, source polls, pollingreport, pollingreport com, graphical representation, cnn usa, points cnn, likely voters, 2004 000, battleground poll, points george",50,2004-10,2004-11,2,2
273,"não, disse, disse que, seus, também, até, pela, seu, anos, maior, diz, sua, numa, produtos, mais",579,2004-11,2005-08,10,10
274,"foodland, southcorp, metcash, alinta, wmc, national foods, molson shareholders, wmc shares, techem, macquarie media, stockland, mr kerzner, olympic dam, wheaton river, agl",1425,2004-11,2016-06,39,41
275,"mr ovitz, ovitz, mr litvack, mr eisner, litvack, disney director, disney directors, bollenbach, eisner said, mr bollenbach, ovitz disney, ubisoft, contract joined, finding neverland, disney 14",114,2004-11,2005-08,4,4
276,"tech mahindra, bsnl, patni, gtl infrastructure, mtnl, kamat, bharti mtn, fictitious cash, radio bandwidth, godrej, mahanagar telephone, unitech, satyam, gtl, bharat sanchar",1830,2004-11,2014-06,33,47
